cell_id,scenario,mode,seed,source_cell_id,source_structure,source_capacity,source_intensity,delta_capability_h7,delta_q_h7,bottleneck_on_h7,bottleneck_off_h7,logistics_demand_on_h7,logistics_demand_off_h7,logistics_indigenous_on_h7,logistics_indigenous_off_h7,delta_capability_h30,delta_q_h30,bottleneck_on_h30,bottleneck_off_h30,logistics_demand_on_h30,logistics_demand_off_h30,logistics_indigenous_on_h30,logistics_indigenous_off_h30,delta_capability_h90,delta_q_h90,bottleneck_on_h90,bottleneck_off_h90,logistics_demand_on_h90,logistics_demand_off_h90,logistics_indigenous_on_h90,logistics_indigenous_off_h90,delta_capability_h180,delta_q_h180,bottleneck_on_h180,bottleneck_off_h180,logistics_demand_on_h180,logistics_demand_off_h180,logistics_indigenous_on_h180,logistics_indigenous_off_h180,delta_capability_h360,delta_q_h360,bottleneck_on_h360,bottleneck_off_h360,logistics_demand_on_h360,logistics_demand_off_h360,logistics_indigenous_on_h360,logistics_indigenous_off_h360
ablation_m4_normal,M4,normal,2026240011,phase_091,command_constrained,0.4,2.0,0.006128011999999905,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.01361387599999997,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,-0.02996252899999996,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.05855510899999994,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.073850906,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928
ablation_m4_demand_clamped,M4,demand_clamped,2026240000,phase_091,command_constrained,0.4,2.0,0.0032094739999999344,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.012218877999999989,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,-0.08410882600000003,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,-0.11080685300000004,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.16791654899999997,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832
ablation_m4_demand_clamped,M4,demand_clamped,2026240001,phase_091,command_constrained,0.4,2.0,0.004490553000000008,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.01554897700000002,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.037677234999999976,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.010562874999999972,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,-0.01137470500000004,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883
ablation_m4_demand_clamped,M4,demand_clamped,2026240002,phase_091,command_constrained,0.4,2.0,-0.0005257020000000168,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.013438614000000015,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.06400803200000005,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,-0.010446701000000003,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.04853637399999999,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951
ablation_m4_demand_clamped,M4,demand_clamped,2026240003,phase_091,command_constrained,0.4,2.0,0.0043166370000000676,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.01863613399999997,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,-0.00452020799999997,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.015296721999999985,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,-0.13475388500000002,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077
ablation_m4_demand_clamped,M4,demand_clamped,2026240004,phase_091,command_constrained,0.4,2.0,0.008834310000000012,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.030950907000000027,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.04886839400000009,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.025261645000000055,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,-0.0012761169999999655,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307
ablation_m4_demand_clamped,M4,demand_clamped,2026240005,phase_091,command_constrained,0.4,2.0,0.002334090999999927,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.007757695000000009,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,-0.014778995000000017,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,-0.006232331999999952,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,-0.13597962600000002,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397
ablation_m1_normal,M1,normal,2026240008,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161
ablation_m4_demand_clamped,M4,demand_clamped,2026240006,phase_091,command_constrained,0.4,2.0,6.468000000037222e-06,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.015519130000000048,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.005199952999999979,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,-0.026027161999999993,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,-0.18370879500000004,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517
ablation_m4_demand_clamped,M4,demand_clamped,2026240007,phase_091,command_constrained,0.4,2.0,0.003071550000000034,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.00917526599999996,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.017596076000000016,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.0013006359999999662,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,-0.005041889000000022,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692
ablation_m4_demand_clamped,M4,demand_clamped,2026240008,phase_091,command_constrained,0.4,2.0,6.688999999993062e-05,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.03117602899999994,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.04518359500000002,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.010163248999999985,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.10095128000000009,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393
ablation_m4_demand_clamped,M4,demand_clamped,2026240009,phase_091,command_constrained,0.4,2.0,0.0028097159999999066,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.01615723300000005,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.010659295000000069,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.010846325000000046,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,-0.0037659360000000808,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514
ablation_m4_demand_clamped,M4,demand_clamped,2026240010,phase_091,command_constrained,0.4,2.0,0.0019083349999999832,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.009955680999999994,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,0.014978115000000014,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.03924107399999999,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.11067353300000005,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955
ablation_m4_demand_clamped,M4,demand_clamped,2026240011,phase_091,command_constrained,0.4,2.0,0.006128011999999905,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.017967677000000015,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,-0.015951530000000047,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.026945996000000028,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.019354053000000038,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928
ablation_m1_normal,M1,normal,2026240009,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653
