cell_id_normal,scenario,mode_normal,seed,source_cell_id_normal,source_structure_normal,source_capacity_normal,source_intensity_normal,delta_capability_h7_normal,delta_q_h7_normal,bottleneck_on_h7_normal,bottleneck_off_h7_normal,logistics_demand_on_h7_normal,logistics_demand_off_h7_normal,logistics_indigenous_on_h7_normal,logistics_indigenous_off_h7_normal,delta_capability_h30_normal,delta_q_h30_normal,bottleneck_on_h30_normal,bottleneck_off_h30_normal,logistics_demand_on_h30_normal,logistics_demand_off_h30_normal,logistics_indigenous_on_h30_normal,logistics_indigenous_off_h30_normal,delta_capability_h90_normal,delta_q_h90_normal,bottleneck_on_h90_normal,bottleneck_off_h90_normal,logistics_demand_on_h90_normal,logistics_demand_off_h90_normal,logistics_indigenous_on_h90_normal,logistics_indigenous_off_h90_normal,delta_capability_h180_normal,delta_q_h180_normal,bottleneck_on_h180_normal,bottleneck_off_h180_normal,logistics_demand_on_h180_normal,logistics_demand_off_h180_normal,logistics_indigenous_on_h180_normal,logistics_indigenous_off_h180_normal,delta_capability_h360_normal,delta_q_h360_normal,bottleneck_on_h360_normal,bottleneck_off_h360_normal,logistics_demand_on_h360_normal,logistics_demand_off_h360_normal,logistics_indigenous_on_h360_normal,logistics_indigenous_off_h360_normal,cell_id_clamp,mode_clamp,source_cell_id_clamp,source_structure_clamp,source_capacity_clamp,source_intensity_clamp,delta_capability_h7_clamp,delta_q_h7_clamp,bottleneck_on_h7_clamp,bottleneck_off_h7_clamp,logistics_demand_on_h7_clamp,logistics_demand_off_h7_clamp,logistics_indigenous_on_h7_clamp,logistics_indigenous_off_h7_clamp,delta_capability_h30_clamp,delta_q_h30_clamp,bottleneck_on_h30_clamp,bottleneck_off_h30_clamp,logistics_demand_on_h30_clamp,logistics_demand_off_h30_clamp,logistics_indigenous_on_h30_clamp,logistics_indigenous_off_h30_clamp,delta_capability_h90_clamp,delta_q_h90_clamp,bottleneck_on_h90_clamp,bottleneck_off_h90_clamp,logistics_demand_on_h90_clamp,logistics_demand_off_h90_clamp,logistics_indigenous_on_h90_clamp,logistics_indigenous_off_h90_clamp,delta_capability_h180_clamp,delta_q_h180_clamp,bottleneck_on_h180_clamp,bottleneck_off_h180_clamp,logistics_demand_on_h180_clamp,logistics_demand_off_h180_clamp,logistics_indigenous_on_h180_clamp,logistics_indigenous_off_h180_clamp,delta_capability_h360_clamp,delta_q_h360_clamp,bottleneck_on_h360_clamp,bottleneck_off_h360_clamp,logistics_demand_on_h360_clamp,logistics_demand_off_h360_clamp,logistics_indigenous_on_h360_clamp,logistics_indigenous_off_h360_clamp,attenuation_q_h7,change_capability_effect_h7,attenuation_q_h30,change_capability_effect_h30,attenuation_q_h90,change_capability_effect_h90,attenuation_q_h180,change_capability_effect_h180,attenuation_q_h360,change_capability_effect_h360
ablation_m3_normal,M3,normal,2026240011,phase_021,forcegen_constrained,0.25,2.0,0.00651352500000002,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.01539464800000001,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.04501556200000001,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.05124713599999997,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.014257977999999949,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.00651352500000002,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.016448942000000022,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.04521490700000008,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.020581279999999924,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.014568324999999938,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.0,0.0,0.0,0.0010542940000000112,0.0,0.00019934500000007294,0.0,-0.030665856000000047,0.0,0.0003103469999999886
ablation_m1_normal,M1,normal,2026240005,phase_054,logistics_constrained,0.4,1.0,0.03265103899999999,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.07925465600000003,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.09083385600000005,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.091923431,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.09819138999999999,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,ablation_m1_demand_clamped,demand_clamped,phase_054,logistics_constrained,0.4,1.0,0.036727646999999974,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.07930653799999998,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,-0.303981481,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,-0.742361302,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,-0.669666306,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.0,0.004076607999999982,0.0,5.188199999994758e-05,0.0,-0.39481533700000004,0.0,-0.834284733,0.0,-0.767857696
ablation_m1_normal,M1,normal,2026240006,phase_054,logistics_constrained,0.4,1.0,0.10041468499999995,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.871524666,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.83180804,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.76534699,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.549626813,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,ablation_m1_demand_clamped,demand_clamped,phase_054,logistics_constrained,0.4,1.0,0.03956534199999995,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.0,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.0,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.0,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.0,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.0,-0.060849343,0.0,-0.871524666,0.0,-0.83180804,0.0,-0.76534699,0.0,-0.549626813
ablation_m4_normal,M4,normal,2026240000,phase_091,command_constrained,0.4,2.0,0.0026581219999999295,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.007573344999999954,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,-0.09251121200000001,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,-0.07643540000000004,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.163703983,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.0032094739999999344,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.012218877999999989,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,-0.08410882600000003,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,-0.11080685300000004,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.16791654899999997,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.0,0.000551352000000005,0.0,0.004645533000000035,0.0,0.008402385999999984,0.0,-0.034371452999999996,0.0,0.004212565999999973
ablation_m4_normal,M4,normal,2026240001,phase_091,command_constrained,0.4,2.0,0.00407213900000003,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.014496177000000054,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.03604666999999995,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.026823847999999928,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.0028296829999999717,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.004490553000000008,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.01554897700000002,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.037677234999999976,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.010562874999999972,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,-0.01137470500000004,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.0,0.0004184139999999781,0.0,0.0010527999999999649,0.0,0.0016305650000000282,0.0,-0.016260972999999956,0.0,-0.014204388000000012
ablation_m4_normal,M4,normal,2026240002,phase_091,command_constrained,0.4,2.0,-0.002089263000000008,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.010757632000000017,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.042661144999999956,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.00395880500000001,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.016439082999999965,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,-0.0005257020000000168,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.013438614000000015,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.06400803200000005,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,-0.010446701000000003,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.04853637399999999,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.0,0.001563560999999991,0.0,0.0026809819999999984,0.0,0.021346887000000092,0.0,-0.014405506000000012,0.0,0.03209729100000003
ablation_m4_normal,M4,normal,2026240003,phase_091,command_constrained,0.4,2.0,0.0043166370000000676,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.01348108299999995,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.030478358999999955,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.045641754000000034,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.04425374099999996,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.0043166370000000676,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.01863613399999997,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,-0.00452020799999997,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.015296721999999985,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,-0.13475388500000002,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.0,0.0,0.0,0.005155051000000022,0.0,-0.034998566999999925,0.0,-0.03034503200000005,0.0,-0.17900762599999998
ablation_m4_normal,M4,normal,2026240004,phase_091,command_constrained,0.4,2.0,0.008834310000000012,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.02757685600000004,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.04695792200000004,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.0525398210000001,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.055030304999999946,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.008834310000000012,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.030950907000000027,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.04886839400000009,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.025261645000000055,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,-0.0012761169999999655,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.0,0.0,0.0,0.003374050999999989,0.0,0.001910472000000052,0.0,-0.027278176000000043,0.0,-0.05630642199999991
ablation_m4_normal,M4,normal,2026240005,phase_091,command_constrained,0.4,2.0,0.002334090999999927,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.013748501999999996,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.03234669400000001,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.0033458800000000233,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,-0.002370083999999939,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.002334090999999927,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.007757695000000009,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,-0.014778995000000017,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,-0.006232331999999952,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,-0.13597962600000002,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.0,0.0,0.0,-0.005990806999999987,0.0,-0.047125689000000026,0.0,-0.009578211999999975,0.0,-0.13360954200000008
ablation_m4_normal,M4,normal,2026240006,phase_091,command_constrained,0.4,2.0,6.468000000037222e-06,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.013030779000000048,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.017514311999999976,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,-0.02025144099999998,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,-0.16293737900000005,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,6.468000000037222e-06,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.015519130000000048,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.005199952999999979,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,-0.026027161999999993,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,-0.18370879500000004,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.0,0.0,0.0,0.0024883509999999998,0.0,-0.012314358999999997,0.0,-0.005775721000000011,0.0,-0.020771415999999987
ablation_m4_normal,M4,normal,2026240007,phase_091,command_constrained,0.4,2.0,0.003071550000000034,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.00793079699999999,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.015291272000000022,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.009325649999999963,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.0036462329999999987,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.003071550000000034,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.00917526599999996,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.017596076000000016,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.0013006359999999662,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,-0.005041889000000022,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.0,0.0,0.0,0.0012444689999999703,0.0,0.0023048039999999936,0.0,-0.008025013999999997,0.0,-0.00868812200000002
ablation_m1_normal,M1,normal,2026240007,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,ablation_m1_demand_clamped,demand_clamped,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ablation_m4_normal,M4,normal,2026240008,phase_091,command_constrained,0.4,2.0,6.483899999998322e-05,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.025246298999999972,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.0005971270000000306,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.026960753000000004,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.07839811800000007,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,6.688999999993062e-05,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.03117602899999994,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.04518359500000002,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.010163248999999985,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.10095128000000009,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.0,2.0509999999474005e-06,0.0,0.005929729999999966,0.0,0.04458646799999999,0.0,-0.01679750400000002,0.0,0.022553162000000015
ablation_m4_normal,M4,normal,2026240009,phase_091,command_constrained,0.4,2.0,0.0028097159999999066,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.014909668000000043,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.029330929000000006,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.019077357000000017,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.013997140999999935,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.0028097159999999066,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.01615723300000005,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.010659295000000069,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.010846325000000046,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,-0.0037659360000000808,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.0,0.0,0.0,0.001247565000000006,0.0,-0.018671633999999937,0.0,-0.008231031999999971,0.0,-0.017763077000000016
ablation_m4_normal,M4,normal,2026240010,phase_091,command_constrained,0.4,2.0,0.0009185520000000169,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.008877424999999994,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,0.004035131999999941,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.030361835000000004,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.04469248199999998,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.0019083349999999832,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.009955680999999994,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,0.014978115000000014,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.03924107399999999,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.11067353300000005,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,0.0,0.0009897829999999663,0.0,-0.0010782559999999997,0.0,0.010942983000000073,0.0,-0.008879238999999983,0.0,-0.06598105100000007
ablation_m4_normal,M4,normal,2026240011,phase_091,command_constrained,0.4,2.0,0.006128011999999905,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.01361387599999997,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,-0.02996252899999996,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.05855510899999994,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.073850906,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,ablation_m4_demand_clamped,demand_clamped,phase_091,command_constrained,0.4,2.0,0.006128011999999905,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.017967677000000015,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,-0.015951530000000047,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.026945996000000028,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.019354053000000038,0.0,command,command,966561.695034122,966561.695034122,836278.988537928,836278.988537928,0.0,0.0,0.0,0.004353801000000046,0.0,0.014010998999999913,0.0,-0.03160911299999991,0.0,-0.054496852999999956
ablation_m1_normal,M1,normal,2026240008,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,ablation_m1_demand_clamped,demand_clamped,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,logistics,logistics,266684.951326506,266684.951326506,210358.029222161,210358.029222161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ablation_m1_normal,M1,normal,2026240009,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,ablation_m1_demand_clamped,demand_clamped,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,logistics,logistics,285786.54516257,285786.54516257,248007.875190653,248007.875190653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
